,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,mauriti,-7.3892,-38.7744,97.0,21.0,32.0,10.92,BR,1635531343.0
353,tirunelveli,8.7333,77.7,79.3,82.0,91.0,3.11,IN,1635531344.0
354,padang,-0.9492,100.3543,78.57,86.0,100.0,3.78,ID,1635531179.0
355,okara,30.8081,73.4458,70.47,30.0,0.0,3.27,PK,1635531344.0
356,kualakapuas,-3.0091,114.3876,75.36,96.0,97.0,1.54,ID,1635531345.0
357,skegness,53.1436,0.3363,53.35,79.0,86.0,17.85,GB,1635531345.0
358,nemuro,43.3236,145.575,47.32,75.0,46.0,18.57,JP,1635531345.0
359,erzin,36.9559,36.2,63.12,47.0,1.0,6.02,TR,1635531346.0
360,ajdabiya,30.7554,20.2263,70.02,69.0,62.0,7.16,LY,1635531346.0
361,monte alegre,-2.0078,-54.0692,90.9,48.0,8.0,1.99,BR,1635531222.0
362,merrill,45.1805,-89.6835,55.17,88.0,90.0,11.5,US,1635531346.0
363,krasnokamensk,50.0979,118.0369,31.14,57.0,100.0,13.91,RU,1635531347.0
364,hasaki,35.7333,140.8333,48.6,57.0,11.0,9.19,JP,1635531308.0
365,deoranian,28.6333,79.4833,67.66,66.0,0.0,5.19,IN,1635531347.0
366,inhambane,-23.865,35.3833,71.58,68.0,20.0,6.91,MZ,1635531252.0
367,rosetta,31.4044,30.4164,73.8,71.0,100.0,8.75,EG,1635531347.0
368,puerto madryn,-42.7692,-65.0385,78.12,30.0,73.0,6.33,AR,1635531113.0
369,paris,48.8534,2.3488,56.17,95.0,75.0,1.01,FR,1635530961.0
370,tongren,27.7172,109.1853,54.9,95.0,22.0,1.43,CN,1635531348.0
371,svay rieng,11.0879,105.7993,77.65,89.0,100.0,3.71,KH,1635531348.0
372,dwarka,22.2394,68.9678,81.54,48.0,16.0,9.93,IN,1635531320.0
373,goundi,9.3627,17.366,79.5,59.0,65.0,4.54,TD,1635531349.0
374,haines junction,60.7522,-137.5108,29.66,79.0,67.0,3.96,CA,1635531254.0
375,saint-pierre,-21.3393,55.4781,71.28,72.0,75.0,6.91,RE,1635531251.0
376,barinitas,8.7622,-70.4111,79.84,76.0,91.0,4.74,VE,1635531349.0
377,cambrai,50.1667,3.4167,55.99,90.0,100.0,15.48,FR,1635531350.0
378,hualmay,-11.0964,-77.6139,69.4,71.0,97.0,11.99,PE,1635531269.0
379,gondar,12.6,37.4667,61.68,64.0,96.0,3.58,ET,1635531350.0
381,morant bay,17.8815,-76.4093,89.22,75.0,44.0,7.47,JM,1635531350.0
382,fenoarivo,-18.933,47.4354,60.87,82.0,75.0,11.5,MG,1635531351.0
383,kyzyl-suu,42.3414,78.0056,39.88,96.0,100.0,0.51,KG,1635531351.0
385,zagora,30.3484,-5.8365,74.8,23.0,26.0,8.1,MA,1635531352.0
386,dharchula,29.85,80.5333,55.04,43.0,0.0,7.34,IN,1635531352.0
387,vila franca do campo,37.7167,-25.4333,73.2,94.0,97.0,18.7,PT,1635531179.0
388,beni,0.5,29.4667,63.5,99.0,89.0,2.3,CD,1635531352.0
389,aripuana,-9.1667,-60.6333,91.27,46.0,97.0,0.72,BR,1635531313.0
390,necochea,-38.5473,-58.7368,91.04,31.0,99.0,15.17,AR,1635531353.0
391,calabozo,8.9242,-67.4293,87.67,59.0,83.0,3.65,VE,1635531135.0
392,svetlaya,46.5389,138.3297,43.0,63.0,0.0,3.36,RU,1635531353.0
393,junagarh,19.8667,82.9333,73.11,83.0,100.0,1.12,IN,1635531354.0
394,vestmanna,62.1564,-7.1664,45.52,100.0,75.0,8.05,FO,1635531308.0
395,mantua,45.1667,10.7833,57.7,80.0,94.0,3.53,IT,1635531234.0
396,tiksi,71.6872,128.8694,8.85,94.0,100.0,6.87,RU,1635531208.0
397,tommot,58.9564,126.2925,19.71,90.0,99.0,9.19,RU,1635531354.0
398,auki,-8.7676,160.7034,77.68,89.0,17.0,4.47,SB,1635531355.0
399,genhe,50.7833,121.5167,29.5,73.0,100.0,7.96,CN,1635531355.0
400,grootfontein,-19.5667,18.1167,71.17,56.0,63.0,3.44,NA,1635531356.0
401,elliot,-31.3333,27.85,57.2,84.0,72.0,1.68,ZA,1635531356.0
402,mogadishu,2.0371,45.3438,79.47,78.0,42.0,9.33,SO,1635531314.0
403,quatre cocos,-20.2078,57.7625,74.08,77.0,72.0,8.77,MU,1635531356.0
404,albania,41.0,20.0,57.11,53.0,0.0,6.2,AL,1635531357.0
405,bonoua,5.2741,-3.595,82.02,80.0,99.0,6.55,CI,1635531357.0
406,ryotsu,38.0833,138.4333,56.07,70.0,76.0,4.12,JP,1635531357.0
407,ulkan,57.243,107.3223,26.31,56.0,84.0,5.32,RU,1635531358.0
408,bambui,-20.0064,-45.9769,83.46,44.0,98.0,2.89,BR,1635531358.0
409,wamba,8.9333,8.6,79.18,53.0,100.0,1.43,NG,1635531359.0
410,garowe,8.4054,48.4845,74.3,64.0,0.0,16.31,SO,1635531359.0
411,formiga,-20.4644,-45.4264,77.14,58.0,99.0,1.05,BR,1635531360.0
412,galveston,29.3669,-94.9669,71.71,38.0,1.0,5.99,US,1635531360.0
413,luderitz,-26.6481,15.1594,61.68,81.0,0.0,13.31,NA,1635531263.0
415,sakakah,29.9697,40.2064,78.37,20.0,79.0,10.58,SA,1635531361.0
416,winnemucca,40.973,-117.7357,58.1,62.0,1.0,0.0,US,1635531362.0
418,aktash,50.3,87.7333,19.54,70.0,18.0,4.27,RU,1635531363.0
419,novoagansk,61.9449,76.6625,20.73,92.0,90.0,21.14,RU,1635531363.0
420,panaba,21.2833,-88.2667,84.65,43.0,34.0,15.37,MX,1635531364.0
421,rovnoye,50.7765,46.0509,44.24,72.0,15.0,2.73,RU,1635531364.0
422,ust-ishim,57.6935,71.1665,23.63,74.0,96.0,11.63,RU,1635531364.0
423,porto velho,-8.7619,-63.9039,91.45,46.0,0.0,3.44,BR,1635531365.0
425,pacific grove,36.6177,-121.9166,76.8,82.0,1.0,4.0,US,1635531365.0
426,hamilton,39.1834,-84.5333,59.88,96.0,90.0,1.99,US,1635530957.0
427,klaksvik,62.2266,-6.589,47.32,88.0,72.0,9.8,FO,1635531241.0
428,dawson creek,55.7666,-120.2362,35.24,48.0,1.0,12.66,CA,1635531365.0
429,sept-iles,50.2001,-66.3821,48.97,41.0,0.0,3.31,CA,1635531196.0
430,ray,23.6833,85.05,70.57,78.0,50.0,2.86,IN,1635531366.0
431,dali,25.7,100.1833,55.04,89.0,0.0,2.51,CN,1635531366.0
432,amapa,1.0,-52.0,89.11,48.0,88.0,2.04,BR,1635531367.0
433,mbulu,-3.85,35.5333,68.79,52.0,98.0,6.4,TZ,1635531367.0
434,guiyang,26.5833,106.7167,54.09,94.0,90.0,2.24,CN,1635531367.0
435,bambanglipuro,-7.95,110.2833,77.61,90.0,100.0,4.7,ID,1635531316.0
436,primo tapia,32.22,-116.9172,86.4,45.0,0.0,4.92,MX,1635531368.0
437,pangnirtung,66.1451,-65.7125,32.0,100.0,90.0,2.3,CA,1635531270.0
438,stephenville,32.2207,-98.2023,68.34,21.0,1.0,17.27,US,1635531330.0
439,borujerd,33.8973,48.7516,52.3,79.0,89.0,0.51,IR,1635531368.0
440,marzuq,14.4,46.4667,73.8,32.0,1.0,4.72,YE,1635531214.0
441,sisimiut,66.9395,-53.6735,32.36,99.0,100.0,6.69,GL,1635531351.0
442,tezu,27.9167,96.1667,66.72,54.0,0.0,4.25,IN,1635531369.0
443,kieta,-6.2167,155.6333,79.27,82.0,77.0,4.07,PG,1635531369.0
445,ternate,0.8,127.4,80.69,81.0,100.0,3.53,ID,1635531369.0
446,yulara,-25.2406,130.9889,73.24,18.0,75.0,14.97,AU,1635531299.0
447,shenzhen,22.5455,114.0683,78.28,91.0,58.0,7.18,CN,1635531069.0
448,kuandian,40.7286,124.7847,46.18,76.0,97.0,2.42,CN,1635531370.0
449,sioux lookout,50.1001,-91.917,46.47,76.0,40.0,4.61,CA,1635531370.0
451,santa maria,-29.6842,-53.8069,84.97,52.0,18.0,7.96,BR,1635531098.0
452,oistins,13.0667,-59.5333,82.02,68.0,8.0,12.88,BB,1635531276.0
453,nakamura,32.9833,132.9333,58.39,79.0,54.0,0.85,JP,1635531371.0
454,iqaluit,63.7506,-68.5145,36.7,84.0,100.0,11.01,CA,1635531193.0
455,fomboni,-12.28,43.7425,78.31,64.0,11.0,9.33,KM,1635531372.0
456,waw,7.7029,27.9953,82.85,43.0,90.0,4.21,SS,1635531372.0
458,yuzhno-kurilsk,44.0306,145.8556,48.13,86.0,100.0,24.07,RU,1635531372.0
459,tucuma,-0.1833,-50.05,84.72,65.0,85.0,6.02,BR,1635531373.0
460,krasnoselkup,65.7,82.4667,25.83,93.0,96.0,9.84,RU,1635531373.0
461,shimoda,34.6667,138.95,55.11,61.0,68.0,3.83,JP,1635531249.0
462,pitimbu,-7.4706,-34.8086,81.19,75.0,83.0,14.63,BR,1635531373.0
463,nishihara,26.1842,127.7558,70.88,68.0,0.0,4.61,JP,1635531317.0
464,sangar,63.9242,127.4739,6.06,96.0,100.0,5.19,RU,1635531374.0
465,cibitoke,-2.8833,29.25,66.65,72.0,88.0,4.85,BI,1635531374.0
466,mannheim,49.4883,8.4647,53.35,93.0,1.0,1.14,DE,1635531374.0
467,muswellbrook,-32.2667,150.9,53.33,61.0,0.0,1.72,AU,1635531375.0
468,bowen,-20.0167,148.2333,76.28,81.0,15.0,3.78,AU,1635531375.0
469,kijang,35.2442,129.2139,53.33,59.0,99.0,6.91,KR,1635531344.0
470,kuytun,54.3419,101.5036,27.03,57.0,84.0,5.79,RU,1635531375.0
471,monrovia,6.3005,-10.7969,76.77,83.0,99.0,7.85,LR,1635531376.0
473,corinth,37.9407,22.9573,61.9,60.0,40.0,1.01,GR,1635531376.0
474,saint george,37.1041,-113.5841,77.47,44.0,1.0,1.01,US,1635530932.0
475,kpandu,6.9954,0.2931,80.24,79.0,97.0,1.66,GH,1635531376.0
476,banda aceh,5.5577,95.3222,77.04,91.0,100.0,9.75,ID,1635531377.0
477,stornoway,58.2093,-6.3865,54.93,87.0,20.0,3.44,GB,1635531377.0
478,burgeo,47.6167,-57.6152,51.26,62.0,23.0,15.37,CA,1635531377.0
479,jiayuguan,39.8167,98.3,39.27,34.0,28.0,0.65,CN,1635531378.0
480,bhatgaon,21.15,81.7,75.38,73.0,38.0,4.61,IN,1635531378.0
481,kanakapura,12.55,77.4167,74.44,93.0,99.0,5.35,IN,1635531378.0
482,kavieng,-2.5744,150.7967,81.9,78.0,37.0,9.57,PG,1635531310.0
483,kanniyakumari,8.0833,77.5667,77.11,91.0,98.0,4.5,IN,1635531379.0
484,tall kayf,37.0833,41.0667,58.39,77.0,75.0,9.22,TR,1635531379.0
485,mocuba,-16.8392,36.9856,69.94,70.0,15.0,7.2,MZ,1635531379.0
486,grindavik,63.8424,-22.4338,43.27,87.0,75.0,14.97,IS,1635530957.0
487,caconda,-13.7333,15.0667,69.12,62.0,100.0,8.97,AO,1635531380.0
488,rudbar,30.15,62.6,66.27,27.0,8.0,2.62,AF,1635531190.0
489,novyy urengoy,66.0833,76.6333,21.81,95.0,100.0,13.56,RU,1635531380.0
490,ilulissat,69.2167,-51.1,23.02,80.0,40.0,2.3,GL,1635530928.0
491,sedro-woolley,48.5039,-122.2361,51.15,80.0,75.0,4.61,US,1635531381.0
492,luba,3.4568,8.5547,80.33,83.0,96.0,6.46,GQ,1635531381.0
493,nara,34.6851,135.8049,56.48,70.0,0.0,1.7,JP,1635531382.0
494,portland,45.5234,-122.6762,54.52,92.0,75.0,1.01,US,1635531204.0
495,ingham,42.6,-84.3833,57.0,97.0,90.0,6.91,US,1635531382.0
496,barcelos,41.5388,-8.6151,57.85,94.0,100.0,11.79,PT,1635531150.0
497,adrar,20.5022,-10.0711,84.04,24.0,28.0,9.01,MR,1635531198.0
499,barra patuca,15.8,-84.2833,85.95,67.0,100.0,7.99,HN,1635531383.0
500,saint-joseph,-21.3667,55.6167,70.18,79.0,65.0,9.13,RE,1635531283.0
501,olinda,-8.0089,-34.8553,83.93,61.0,75.0,14.97,BR,1635531226.0
502,colac,-38.3333,143.5833,42.84,85.0,16.0,5.21,AU,1635531383.0
503,palmer,42.1584,-72.3287,54.03,60.0,75.0,3.0,US,1635531228.0
504,payo,-3.7508,103.6372,74.61,93.0,98.0,1.66,ID,1635531384.0
505,sol-iletsk,51.1631,54.9918,39.06,80.0,65.0,3.47,RU,1635531384.0
506,lapy,52.9911,22.8842,52.48,72.0,33.0,10.45,PL,1635531384.0
507,el seibo,18.7641,-69.0375,90.52,51.0,1.0,8.95,DO,1635531385.0
508,nuuk,64.1835,-51.7216,34.41,93.0,75.0,12.66,GL,1635531229.0
509,teknaf,20.8624,92.3058,77.68,83.0,52.0,6.69,BD,1635531323.0
510,vicuna,-30.0319,-70.7081,89.76,21.0,45.0,8.99,CL,1635531385.0
511,ara,25.5667,84.6667,66.09,53.0,5.0,5.12,IN,1635531386.0
512,kupino,54.3663,77.2981,36.97,87.0,100.0,17.05,RU,1635531386.0
513,kopavogur,64.1123,-21.913,46.11,66.0,40.0,10.36,IS,1635531386.0
514,coahuayana,18.7333,-103.6833,85.48,62.0,18.0,4.97,MX,1635531387.0
515,port hueneme,34.1478,-119.1951,89.74,51.0,1.0,0.0,US,1635531387.0
516,sorong,-0.8833,131.25,77.95,89.0,100.0,6.98,ID,1635531387.0
517,buraydah,26.326,43.975,78.93,17.0,3.0,14.83,SA,1635531226.0
518,qasigiannguit,68.8193,-51.1922,23.25,94.0,96.0,5.3,GL,1635531388.0
519,ancud,-41.8697,-73.8203,54.93,89.0,76.0,11.14,CL,1635531165.0
520,hadrut,39.52,47.0318,47.46,71.0,92.0,3.98,AZ,1635531388.0
521,badou,7.5833,0.6,77.99,82.0,95.0,3.56,TG,1635531388.0
522,meadow lake,34.8014,-106.5436,68.49,31.0,0.0,5.32,US,1635531389.0
523,port hedland,-20.3167,118.5667,75.25,69.0,99.0,10.36,AU,1635531312.0
524,joacaba,-27.1781,-51.5047,82.54,48.0,37.0,5.68,BR,1635531153.0
525,santo tomas,14.1079,121.1414,79.05,89.0,20.0,6.69,PH,1635531389.0
526,gweta,-20.1833,25.2333,86.67,28.0,5.0,7.29,BW,1635531389.0
527,corn island,12.1694,-83.0418,82.11,74.0,49.0,4.92,NI,1635531390.0
528,mata,40.683,-7.4592,58.93,95.0,100.0,6.02,PT,1635531390.0
529,puerto narino,-3.7703,-70.3831,86.4,68.0,92.0,1.36,CO,1635531390.0
530,byron bay,-28.65,153.6167,73.06,82.0,100.0,3.98,AU,1635531235.0
531,urbano santos,-3.2078,-43.4036,84.69,61.0,89.0,3.04,BR,1635531391.0
532,rio gallegos,-51.6226,-69.2181,51.85,30.0,75.0,28.77,AR,1635531391.0
533,surt,31.2089,16.5887,72.7,54.0,0.0,4.03,LY,1635531391.0
534,topeka,39.0483,-95.678,60.24,67.0,75.0,14.97,US,1635531135.0
535,novosergiyevka,52.0934,53.6528,39.85,89.0,100.0,3.18,RU,1635531392.0
536,kaka,37.3482,59.6143,54.79,45.0,3.0,6.51,TM,1635531392.0
537,mahanoro,-19.9,48.8,69.42,81.0,100.0,7.05,MG,1635531392.0
538,the pas,53.8251,-101.2541,41.02,65.0,90.0,5.75,CA,1635531331.0
539,katsuura,35.1333,140.3,53.71,69.0,1.0,9.35,JP,1635530955.0
540,wilmington,34.2257,-77.9447,73.98,56.0,20.0,19.57,US,1635531309.0
541,broken hill,-31.95,141.4333,49.42,52.0,0.0,16.15,AU,1635531193.0
542,namatanai,-3.6667,152.4333,79.95,77.0,42.0,7.85,PG,1635531393.0
543,augusto correa,-1.0217,-46.635,81.48,83.0,86.0,3.65,BR,1635531393.0
544,ostrovnoy,68.0531,39.5131,36.07,98.0,100.0,9.73,RU,1635531246.0
545,virginia beach,36.8529,-75.978,78.84,85.0,75.0,11.5,US,1635531394.0
546,nyurba,63.2842,118.3319,8.37,91.0,26.0,5.19,RU,1635531178.0
547,toora-khem,52.4675,96.11,27.48,78.0,65.0,1.95,RU,1635531394.0
548,maniitsoq,65.4167,-52.9,31.84,88.0,100.0,9.53,GL,1635531317.0
549,lompoc,34.6391,-120.4579,87.57,49.0,1.0,6.91,US,1635531094.0
550,eureka,40.8021,-124.1637,64.2,93.0,99.0,1.99,US,1635531394.0
551,ambilobe,-13.2,49.05,75.9,80.0,25.0,0.94,MG,1635531260.0
552,cape canaveral,28.4058,-80.6048,83.07,54.0,40.0,12.66,US,1635531395.0
553,samarai,-10.6167,150.6667,81.57,82.0,80.0,9.71,PG,1635531278.0
554,wildwood,38.5828,-90.6629,54.55,93.0,90.0,1.01,US,1635531395.0
555,phibun mangsahan,15.2447,105.2291,76.98,98.0,100.0,7.23,TH,1635531396.0
557,marsh harbour,26.5412,-77.0636,80.91,80.0,100.0,21.83,BS,1635531396.0
558,tautira,-17.7333,-149.15,78.82,76.0,55.0,14.9,PF,1635531396.0
559,pasni,25.2631,63.471,79.61,65.0,0.0,9.33,PK,1635531397.0
560,williams lake,52.1415,-122.1445,32.22,75.0,97.0,3.0,CA,1635531227.0
561,oga,46.4631,10.347,43.34,75.0,62.0,5.93,IT,1635531397.0
562,puri,19.8,85.85,81.12,75.0,95.0,8.01,IN,1635531308.0
563,thunder bay,48.4001,-89.3168,51.3,83.0,90.0,6.91,CA,1635531370.0
564,vaitape,-16.5167,-151.75,78.85,74.0,99.0,16.87,PF,1635531397.0
565,metro,-5.1131,105.3067,75.99,89.0,82.0,5.03,ID,1635531398.0
566,kuybysheve,47.358,36.6491,46.51,66.0,2.0,7.11,UA,1635531398.0
567,arandis,-22.4167,14.9667,54.46,32.0,0.0,4.63,NA,1635531398.0
568,yerofey pavlovich,53.9667,121.9667,21.31,50.0,2.0,2.84,RU,1635531399.0
569,jalu,29.0331,21.5482,76.42,44.0,100.0,10.0,LY,1635531399.0
570,nouadhibou,20.931,-17.0347,75.18,57.0,45.0,12.66,MR,1635531399.0
571,suraabad,40.8192,49.4687,55.58,78.0,100.0,7.14,AZ,1635531399.0
572,naica,27.85,-105.4833,71.17,15.0,0.0,5.68,MX,1635531400.0
574,matay,28.419,30.7792,79.32,37.0,88.0,6.55,EG,1635531400.0
575,sao filipe,14.8961,-24.4956,79.77,74.0,100.0,10.18,CV,1635530905.0
576,shafranovo,53.9667,54.7667,25.52,56.0,14.0,1.25,RU,1635531401.0
577,diu,20.7141,70.9822,77.31,40.0,100.0,11.48,IN,1635531401.0
578,takoradi,4.8845,-1.7554,80.15,81.0,76.0,10.0,GH,1635531250.0
579,gagino,55.2314,45.0339,41.04,82.0,100.0,14.54,RU,1635531401.0
580,douglas,41.3,-96.167,57.07,66.0,1.0,4.0,US,1635531312.0
581,huarmey,-10.0681,-78.1522,71.01,70.0,88.0,12.62,PE,1635531316.0
582,lodwar,3.1191,35.5973,88.9,34.0,49.0,18.59,KE,1635531402.0
583,caluquembe,-13.7833,14.6833,65.03,77.0,99.0,7.65,AO,1635531402.0
584,port pirie,-33.1833,138.0167,53.69,79.0,1.0,6.06,AU,1635531403.0
585,chapais,49.7834,-74.8492,51.04,38.0,0.0,7.05,CA,1635531261.0
586,saint-augustin,51.226,-58.6502,52.05,28.0,0.0,0.38,CA,1635531292.0
587,praia da vitoria,38.7333,-27.0667,70.75,92.0,98.0,9.73,PT,1635531273.0
588,chimoio,-19.1164,33.4833,66.54,53.0,19.0,7.36,MZ,1635531264.0
589,lewistown,40.5992,-77.5714,52.48,95.0,90.0,12.66,US,1635531403.0
590,asau,46.4333,26.4,45.95,80.0,8.0,1.21,RO,1635531246.0
591,nizhneudinsk,54.9076,99.0276,34.32,57.0,99.0,4.12,RU,1635531404.0
592,ponta delgada,37.7333,-25.6667,73.51,94.0,75.0,17.27,PT,1635531394.0
593,ada,43.4166,-116.1262,63.81,53.0,1.0,15.99,US,1635531404.0
594,paamiut,61.994,-49.6678,33.78,96.0,100.0,6.15,GL,1635531306.0
595,kokologo,12.1897,-1.8856,91.26,31.0,81.0,7.09,BF,1635531405.0
596,tharad,24.3961,71.6267,77.45,26.0,11.0,5.99,IN,1635531405.0
597,ushtobe,45.2514,77.9838,46.96,77.0,100.0,6.78,KZ,1635531405.0
598,talhar,24.8833,68.8167,77.5,26.0,2.0,6.93,PK,1635531406.0
599,oranjemund,-28.55,16.4333,61.7,83.0,0.0,9.53,NA,1635531406.0
600,amazar,53.858,120.875,22.8,61.0,2.0,2.51,RU,1635531406.0
601,ocos,14.5094,-92.1933,91.9,72.0,42.0,5.48,GT,1635531407.0
602,agua verde,22.9,-106.05,87.89,75.0,3.0,3.4,MX,1635531407.0
603,jatiroto,-7.8833,111.1167,76.33,91.0,96.0,2.13,ID,1635531408.0
605,fontem,5.4685,9.8818,68.16,91.0,97.0,4.74,CM,1635531408.0
606,hervey bay,-25.2986,152.8535,77.04,85.0,100.0,13.6,AU,1635531408.0
607,kargil,34.5667,76.1,30.38,56.0,39.0,4.34,IN,1635531409.0
608,mao,39.8885,4.2658,66.76,72.0,20.0,9.22,ES,1635531300.0
609,broome,42.2506,-75.833,56.98,57.0,75.0,3.0,US,1635531268.0
