,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,bukama,-9.2,25.85,70.18,89.0,100.0,3.15,CD,1635199228.0
341,labuhan,-6.8844,112.2051,79.34,78.0,57.0,4.43,ID,1635199228.0
342,akdepe,42.0551,59.3788,48.2,30.0,2.0,6.26,TM,1635199228.0
343,khetia,21.6667,74.5833,73.99,52.0,17.0,0.22,IN,1635199229.0
344,tarko-sale,64.9225,77.785,22.41,90.0,91.0,8.16,RU,1635199229.0
345,lafia,8.4833,8.5167,79.34,74.0,66.0,3.04,NG,1635199229.0
346,san andres,12.5847,-81.7006,84.4,76.0,6.0,12.44,CO,1635199230.0
347,vestmanna,62.1564,-7.1664,41.92,100.0,75.0,6.91,FO,1635199230.0
348,rio grande,-32.035,-52.0986,68.41,73.0,0.0,9.01,BR,1635199230.0
349,methoni,36.8197,21.7049,58.86,71.0,89.0,14.83,GR,1635199231.0
350,dingle,10.9995,122.6711,75.34,93.0,94.0,5.55,PH,1635199231.0
351,necochea,-38.5473,-58.7368,60.04,65.0,19.0,4.29,AR,1635199099.0
352,gornyak,50.9942,81.4661,42.01,57.0,85.0,6.62,RU,1635199231.0
353,kavaratti,10.5669,72.642,82.22,74.0,44.0,14.18,IN,1635199232.0
354,umm lajj,25.0213,37.2685,79.34,54.0,0.0,6.04,SA,1635199232.0
355,hohhot,40.8106,111.6522,41.29,36.0,0.0,4.47,CN,1635199150.0
356,urengoy,65.9667,78.3667,18.07,94.0,53.0,7.45,RU,1635199233.0
357,namibe,-15.1961,12.1522,63.39,83.0,7.0,7.27,AO,1635199233.0
358,tahe,52.3333,124.7333,32.81,85.0,100.0,3.02,CN,1635199233.0
359,whitianga,-36.8333,175.7,67.01,93.0,97.0,4.65,NZ,1635199234.0
360,ulaanbaatar,47.9077,106.8832,14.13,92.0,0.0,2.24,MN,1635199234.0
361,yuanping,38.7153,112.7575,48.67,48.0,100.0,5.14,CN,1635199234.0
363,xining,36.6167,101.7667,35.37,94.0,100.0,3.13,CN,1635199231.0
365,ilulissat,69.2167,-51.1,15.82,67.0,0.0,1.14,GL,1635199235.0
366,hobyo,5.3505,48.5268,79.56,75.0,43.0,11.03,SO,1635199235.0
367,fare,-16.7,-151.0167,78.39,76.0,100.0,3.4,PF,1635199114.0
368,deputatskiy,69.3,139.9,-2.78,99.0,99.0,0.76,RU,1635199236.0
369,biak,-0.9131,122.8766,76.68,85.0,100.0,0.25,ID,1635199236.0
370,myra,45.4358,12.1348,55.42,73.0,0.0,6.91,IT,1635199236.0
371,boa vista,2.8197,-60.6733,87.78,62.0,75.0,5.75,BR,1635199123.0
372,auki,-8.7676,160.7034,83.53,69.0,53.0,4.7,SB,1635199237.0
373,baffa,34.4378,73.2194,54.3,46.0,0.0,5.79,PK,1635199237.0
374,ampanihy,-24.7,44.75,71.53,91.0,6.0,5.35,MG,1635199237.0
375,nizhniy ingash,56.2,96.53,44.58,65.0,93.0,16.24,RU,1635199238.0
376,kinston,35.2627,-77.5816,74.25,85.0,100.0,6.58,US,1635199238.0
377,srednekolymsk,67.45,153.6833,-7.74,99.0,84.0,4.92,RU,1635199238.0
378,lishui,28.4604,119.9103,58.37,91.0,69.0,1.21,CN,1635199239.0
379,rohru,31.2167,77.75,47.07,52.0,0.0,4.12,IN,1635199239.0
380,honiara,-9.4333,159.95,84.54,72.0,12.0,4.85,SB,1635199239.0
381,luena,-11.7833,19.9167,63.09,83.0,64.0,2.62,AO,1635199239.0
382,mount gambier,-37.8333,140.7667,42.71,87.0,32.0,5.75,AU,1635199014.0
383,nemuro,43.3236,145.575,54.03,84.0,100.0,7.94,JP,1635199240.0
385,arlit,18.7369,7.3853,85.14,12.0,0.0,3.87,NE,1635199240.0
386,chuy,-33.6971,-53.4616,66.18,74.0,0.0,1.19,UY,1635199241.0
387,sorong,-0.8833,131.25,79.52,84.0,72.0,7.96,ID,1635199241.0
388,cidreira,-30.1811,-50.2056,66.0,78.0,0.0,8.84,BR,1635199241.0
389,haaksbergen,52.1567,6.7389,53.91,85.0,83.0,11.74,NL,1635199241.0
390,broken hill,-31.95,141.4333,62.22,22.0,0.0,11.25,AU,1635199242.0
391,odda,60.0691,6.5457,50.77,98.0,94.0,7.76,NO,1635199242.0
392,alugan,12.2188,125.4808,79.7,84.0,99.0,9.71,PH,1635199242.0
393,araouane,18.9048,-3.5265,87.58,19.0,3.0,11.03,ML,1635199243.0
394,nurota,40.5614,65.6886,53.38,31.0,97.0,7.7,UZ,1635199243.0
395,opuwo,-18.0607,13.84,69.39,25.0,5.0,9.33,NA,1635199243.0
396,carutapera,-1.195,-46.02,80.85,78.0,36.0,9.24,BR,1635199244.0
397,idrinskoye,54.3708,92.1358,41.54,81.0,85.0,3.27,RU,1635199244.0
398,douglas,41.3,-96.167,56.5,63.0,1.0,4.0,US,1635199244.0
399,saint-marc-des-carrieres,46.6834,-72.0491,46.42,68.0,100.0,4.07,CA,1635199245.0
400,san patricio,28.017,-97.5169,92.12,58.0,94.0,11.61,US,1635199050.0
401,pangkalanbuun,-2.6833,111.6167,73.53,98.0,96.0,0.45,ID,1635199000.0
402,kursavka,44.4564,42.5093,31.01,84.0,35.0,0.72,RU,1635199245.0
403,sainte-maxime,43.3,6.6333,62.64,84.0,2.0,1.14,FR,1635199245.0
404,eldorado,-23.7869,-54.2836,67.57,86.0,25.0,3.91,BR,1635199246.0
405,arawa,-6.2132,155.5367,84.18,72.0,36.0,0.98,PG,1635199246.0
406,saint thomas,13.1833,-59.5833,79.2,69.0,72.0,19.77,BB,1635199246.0
407,sao felix do xingu,-6.6447,-51.995,76.1,88.0,86.0,0.58,BR,1635199240.0
408,pachino,36.7186,15.0907,68.04,82.0,76.0,14.29,IT,1635199247.0
409,hami,42.8,93.45,46.08,35.0,0.0,7.11,CN,1635199247.0
410,miquelon,47.0975,-56.3814,46.51,61.0,85.0,2.64,PM,1635199247.0
411,hualmay,-11.0964,-77.6139,66.36,74.0,37.0,9.01,PE,1635199248.0
412,sungaipenuh,-2.0833,101.3833,64.96,95.0,100.0,2.15,ID,1635199248.0
414,khasan,42.4308,130.6434,46.78,74.0,0.0,4.47,RU,1635199189.0
415,jabinyanah,35.035,10.9081,67.86,78.0,11.0,17.54,TN,1635199248.0
416,constitucion,-35.3333,-72.4167,63.0,67.0,73.0,18.07,CL,1635199027.0
418,orlik,52.5178,99.825,26.58,75.0,28.0,3.47,RU,1635199249.0
419,loyga,61.0784,44.6075,28.27,96.0,100.0,7.2,RU,1635199249.0
421,te anau,-45.4167,167.7167,60.85,77.0,63.0,2.89,NZ,1635199119.0
422,mount forest,43.9795,-80.7221,41.52,94.0,100.0,17.9,CA,1635199250.0
423,bay roberts,47.5999,-53.2648,42.33,72.0,100.0,5.01,CA,1635199250.0
424,batemans bay,-35.7167,150.1833,63.19,46.0,5.0,0.67,AU,1635199250.0
425,dauphin,51.1494,-100.0502,47.07,51.0,97.0,16.89,CA,1635199250.0
426,sidhauli,27.2833,80.8333,71.49,72.0,0.0,5.82,IN,1635199251.0
427,riyadh,24.6877,46.7219,74.07,40.0,0.0,8.01,SA,1635199209.0
428,sabha,27.0377,14.4283,73.99,23.0,0.0,9.22,LY,1635199251.0
429,virginia beach,36.8529,-75.978,73.62,91.0,100.0,13.56,US,1635199139.0
430,ponta delgada,37.7333,-25.6667,66.92,77.0,20.0,3.44,PT,1635199252.0
431,pochutla,15.7432,-96.4661,86.83,68.0,65.0,7.61,MX,1635199252.0
432,karaton,-6.3424,106.1045,81.95,94.0,99.0,2.75,ID,1635199228.0
433,bull savanna,17.8868,-77.5902,81.45,71.0,83.0,11.74,JM,1635199252.0
434,lagoa,39.05,-27.9833,67.41,72.0,2.0,11.16,PT,1635199061.0
435,flin flon,54.7682,-101.865,44.44,61.0,75.0,14.97,CA,1635199041.0
436,mecca,21.4267,39.8261,79.47,62.0,2.0,2.35,SA,1635199253.0
437,mount isa,-20.7333,139.5,82.17,34.0,4.0,0.0,AU,1635199243.0
438,galle,6.0367,80.217,79.07,82.0,94.0,11.56,LK,1635199253.0
439,plastun,44.7561,136.2939,42.53,65.0,0.0,4.18,RU,1635199253.0
440,blind river,46.1834,-82.9582,48.45,71.0,100.0,15.12,CA,1635199254.0
441,peace river,56.2501,-117.286,46.71,81.0,90.0,8.05,CA,1635199096.0
442,price,39.5994,-110.8107,64.72,37.0,100.0,21.5,US,1635199254.0
443,tshane,-24.0196,21.8684,69.66,20.0,0.0,8.86,BW,1635199254.0
444,tomatlan,19.9333,-105.25,81.41,80.0,100.0,1.21,MX,1635199255.0
445,neiafu,-18.65,-173.9833,76.24,74.0,100.0,15.77,TO,1635199255.0
446,nexo,55.0607,15.1306,50.09,80.0,100.0,14.65,DK,1635199255.0
447,san-pedro,4.7485,-6.6363,76.37,90.0,98.0,7.18,CI,1635199256.0
449,springdale,36.1867,-94.1288,66.47,64.0,1.0,8.01,US,1635199256.0
450,axim,4.8699,-2.2405,78.21,87.0,77.0,9.26,GH,1635199256.0
451,don sak,9.3168,99.6918,79.07,82.0,59.0,4.05,TH,1635199257.0
452,the valley,18.217,-63.0578,82.81,70.0,1.0,15.41,AI,1635199257.0
453,eenhana,-17.4667,16.3333,71.71,31.0,39.0,3.56,NA,1635199257.0
454,guerrero negro,27.9769,-114.0611,71.13,62.0,22.0,17.16,MX,1635199258.0
455,chernyshkovskiy,48.4219,42.2308,27.72,79.0,14.0,5.66,RU,1635199258.0
456,boende,-0.2167,20.8667,72.07,89.0,47.0,1.68,CD,1635199258.0
458,lima,-12.0432,-77.0282,62.13,72.0,75.0,9.22,PE,1635199071.0
459,terrace bay,48.7834,-87.1,40.26,70.0,23.0,12.93,CA,1635199259.0
460,ostrovnoy,68.0531,39.5131,20.48,95.0,64.0,6.44,RU,1635199259.0
461,mangan,27.5167,88.5333,60.87,73.0,19.0,5.41,IN,1635199259.0
462,petropavlovka,50.6114,105.3196,32.7,77.0,47.0,3.71,RU,1635199260.0
463,banda aceh,5.5577,95.3222,78.3,82.0,100.0,6.64,ID,1635199260.0
464,guanare,9.0418,-69.7421,79.77,81.0,81.0,1.81,VE,1635199261.0
465,antofagasta,-23.65,-70.4,62.08,65.0,0.0,1.99,CL,1635199207.0
466,saint-augustin,51.226,-58.6502,40.08,61.0,57.0,11.99,CA,1635198977.0
467,palamos,41.8484,3.1291,61.32,90.0,7.0,3.0,ES,1635199261.0
468,aswan,24.0934,32.907,74.84,29.0,0.0,10.74,EG,1635199262.0
469,rudnaya pristan,44.3614,135.8116,45.46,61.0,0.0,4.0,RU,1635199263.0
470,fortuna,40.5982,-124.1573,63.91,62.0,75.0,1.01,US,1635199263.0
471,grajau,-5.8194,-46.1386,80.69,75.0,52.0,4.63,BR,1635199264.0
472,amontada,-3.3617,-39.8317,79.68,66.0,7.0,11.48,BR,1635199264.0
473,ayorou,14.7308,0.9174,89.8,13.0,13.0,6.02,NE,1635199265.0
474,portland,45.5234,-122.6762,55.9,84.0,90.0,1.99,US,1635198673.0
475,mokhsogollokh,61.4681,128.9203,30.81,98.0,100.0,4.9,RU,1635199265.0
476,sibolga,1.7427,98.7792,75.52,88.0,100.0,2.55,ID,1635199265.0
477,treinta y tres,-33.2333,-54.3833,67.1,75.0,0.0,8.37,UY,1635199266.0
478,kruisfontein,-34.0033,24.7314,61.88,93.0,3.0,4.52,ZA,1635199266.0
479,tuatapere,-46.1333,167.6833,57.6,92.0,84.0,1.74,NZ,1635199266.0
480,neu-anspach,50.3167,8.5,49.57,83.0,78.0,3.85,DE,1635199267.0
481,lufilufi,-13.8745,-171.5986,83.79,78.0,97.0,13.51,WS,1635199267.0
482,shubarshi,48.5872,57.1869,38.97,74.0,77.0,12.08,KZ,1635199267.0
483,esna,25.2934,32.554,73.17,39.0,0.0,9.78,EG,1635199268.0
484,taoudenni,22.6783,-3.9836,87.8,17.0,54.0,9.37,ML,1635199268.0
485,hazorasp,41.3194,61.0742,46.24,28.0,29.0,8.08,UZ,1635199268.0
486,palmer,42.1584,-72.3287,54.86,82.0,100.0,1.01,US,1635199093.0
487,chapais,49.7834,-74.8492,38.17,74.0,100.0,4.88,CA,1635199269.0
488,kazanskoye,55.6448,69.235,36.68,97.0,100.0,8.63,RU,1635199269.0
489,tooele,40.5308,-112.2983,68.95,39.0,1.0,28.77,US,1635198988.0
490,barahona,18.2085,-71.1008,81.97,77.0,22.0,8.72,DO,1635199269.0
491,verkhoyansk,67.5447,133.385,-7.53,100.0,78.0,1.54,RU,1635199270.0
492,bafoulabe,13.8065,-10.8321,79.39,73.0,100.0,3.0,ML,1635199270.0
493,prince rupert,54.3161,-130.3201,51.12,72.0,100.0,3.24,CA,1635199224.0
494,radhanpur,23.8333,71.6,79.61,53.0,46.0,5.79,IN,1635199270.0
495,bahia honda,22.9036,-83.1592,83.75,75.0,100.0,1.7,CU,1635199271.0
496,pisco,-13.7,-76.2167,63.01,84.0,10.0,7.54,PE,1635199271.0
497,hukuntsi,-24.0,21.75,70.21,20.0,0.0,9.66,BW,1635199271.0
498,plettenberg bay,-34.0527,23.3716,58.37,89.0,16.0,4.85,ZA,1635199272.0
499,port lincoln,-34.7333,135.8667,63.21,51.0,100.0,15.88,AU,1635199222.0
500,mitu,1.1983,-70.1733,71.31,100.0,100.0,1.66,CO,1635199272.0
501,chabahar,25.2919,60.643,78.39,82.0,9.0,6.46,IR,1635199272.0
502,itoman,26.1247,127.6694,71.62,68.0,20.0,9.22,JP,1635199273.0
503,balkanabat,39.5108,54.3671,56.98,68.0,56.0,9.24,TM,1635199273.0
504,ivdel,60.6911,60.4206,26.19,75.0,12.0,7.14,RU,1635199273.0
505,luderitz,-26.6481,15.1594,57.2,89.0,4.0,4.79,NA,1635199274.0
506,saint-francois,46.4154,3.9054,51.48,99.0,90.0,0.0,FR,1635199274.0
507,grindavik,63.8424,-22.4338,37.87,81.0,75.0,2.3,IS,1635199248.0
508,toccoa,34.5773,-83.3324,74.64,87.0,75.0,6.91,US,1635199080.0
510,kulhudhuffushi,6.6221,73.07,81.5,78.0,96.0,8.95,MV,1635199002.0
511,takestan,36.0696,49.6959,48.97,85.0,7.0,8.03,IR,1635199275.0
512,margate,51.3813,1.3862,51.96,89.0,73.0,12.59,GB,1635199275.0
513,sorland,67.667,12.6934,47.71,95.0,100.0,18.48,NO,1635199275.0
514,vitim,59.4511,112.5578,33.64,97.0,100.0,8.68,RU,1635199276.0
515,corn island,12.1694,-83.0418,84.09,72.0,3.0,6.73,NI,1635199276.0
516,ukiah,39.1502,-123.2078,61.57,70.0,39.0,5.01,US,1635199203.0
517,lorengau,-2.0226,147.2712,83.48,71.0,42.0,4.43,PG,1635198986.0
518,oussouye,12.485,-16.5469,80.78,80.0,99.0,1.14,SN,1635199277.0
519,nome,64.5011,-165.4064,26.67,80.0,90.0,12.66,US,1635199152.0
520,la palma,33.8464,-118.0467,66.67,93.0,90.0,8.01,US,1635199277.0
521,midland,31.9974,-102.0779,92.68,17.0,1.0,11.5,US,1635199277.0
522,theunissen,-28.411,26.7011,54.01,88.0,71.0,14.14,ZA,1635199278.0
523,waingapu,-9.6567,120.2641,79.48,81.0,79.0,3.49,ID,1635199278.0
524,pombas,17.1503,-25.0201,76.78,77.0,50.0,13.38,CV,1635199278.0
525,saint-louis,16.3333,-15.0,86.99,36.0,74.0,15.17,SN,1635199279.0
526,hirara,24.8,125.2833,73.67,73.0,20.0,12.66,JP,1635199279.0
527,veraval,20.9,70.3667,76.12,59.0,0.0,11.23,IN,1635199279.0
528,jurilovca,44.7667,28.8667,39.81,68.0,3.0,6.33,RO,1635199279.0
529,buala,-8.145,159.5921,83.66,71.0,44.0,7.4,SB,1635199280.0
530,samarai,-10.6167,150.6667,82.62,75.0,39.0,8.93,PG,1635199280.0
531,mayor pablo lagerenza,-19.9309,-60.7718,83.03,21.0,100.0,5.1,PY,1635199280.0
532,mombetsu,44.3525,143.3525,48.11,70.0,100.0,5.86,JP,1635199281.0
533,el ejido,36.7763,-2.8146,66.09,73.0,100.0,7.94,ES,1635199281.0
534,alekseyevsk,57.8406,108.3492,36.12,96.0,100.0,16.06,RU,1635199281.0
535,bitung,1.4451,125.1824,74.25,76.0,42.0,1.77,ID,1635199282.0
536,kongolo,-5.3833,27.0,71.26,94.0,60.0,1.36,CD,1635199282.0
537,sergeyevka,53.88,67.4158,40.42,93.0,100.0,12.86,KZ,1635199282.0
538,port hueneme,34.1478,-119.1951,63.19,91.0,90.0,18.41,US,1635199061.0
539,manzhouli,49.6,117.4333,31.03,80.0,5.0,18.9,CN,1635199283.0
540,kiunga,-6.1219,141.2906,75.79,97.0,100.0,1.5,PG,1635199283.0
541,morondava,-20.2833,44.2833,78.69,65.0,82.0,4.09,MG,1635199283.0
542,mackay,-21.15,149.2,78.67,67.0,93.0,9.6,AU,1635199283.0
543,okha,53.5739,142.9478,35.58,85.0,10.0,7.14,RU,1635199091.0
544,kostino,58.9097,53.2691,24.71,83.0,21.0,6.13,RU,1635199284.0
546,rosarito,32.3333,-117.0333,67.12,74.0,83.0,12.28,MX,1635199284.0
547,jutai,-5.1833,-68.9,75.45,96.0,100.0,2.98,BR,1635199284.0
548,banff,51.1762,-115.5698,47.91,62.0,59.0,8.01,CA,1635199222.0
550,acapulco,16.8634,-99.8901,79.41,88.0,100.0,4.54,MX,1635199255.0
551,road town,18.4167,-64.6167,84.24,74.0,40.0,6.91,VG,1635199031.0
552,manzil kamil,35.6248,10.6673,69.24,83.0,40.0,18.41,TN,1635199285.0
553,nagapattinam,10.7667,79.8333,80.2,80.0,100.0,7.67,IN,1635199285.0
554,caravelas,-17.7125,-39.2481,75.04,94.0,100.0,3.0,BR,1635199286.0
555,flinders,-34.5833,150.8552,66.06,67.0,2.0,1.99,AU,1635199286.0
556,vilcun,-38.65,-72.2333,55.69,75.0,84.0,3.36,CL,1635199286.0
557,kurilsk,45.2333,147.8833,50.09,81.0,95.0,6.22,RU,1635199287.0
558,porosozero,62.7191,32.727,37.45,98.0,100.0,5.35,RU,1635199287.0
559,dhidhdhoo,6.8833,73.1,81.77,77.0,100.0,8.75,MV,1635199287.0
560,cervo,43.6702,-7.4101,52.97,86.0,5.0,4.79,ES,1635199288.0
561,watertown,42.3709,-71.1828,58.06,94.0,100.0,3.0,US,1635199015.0
562,rio cauto,20.5603,-76.9161,83.77,63.0,87.0,6.69,CU,1635199288.0
564,sidi ali,36.0998,0.4206,62.98,63.0,100.0,9.37,DZ,1635199288.0
565,tukrah,32.5341,20.5791,72.9,75.0,59.0,6.6,LY,1635199289.0
566,kidal,18.4411,1.4078,88.0,13.0,81.0,5.88,ML,1635199289.0
567,bam,29.106,58.357,64.36,16.0,0.0,4.29,IR,1635199289.0
569,norton shores,43.1689,-86.2639,51.06,76.0,88.0,3.0,US,1635199290.0
570,usak,38.5,29.4167,46.4,59.0,0.0,10.09,TR,1635199290.0
571,kudahuvadhoo,2.6708,72.8944,82.38,76.0,97.0,16.08,MV,1635199290.0
572,lakes entrance,-37.8811,147.981,58.15,65.0,44.0,2.37,AU,1635199291.0
573,lengshuijiang,27.6881,111.4294,59.49,80.0,97.0,1.45,CN,1635199291.0
574,lock haven,41.137,-77.4469,67.28,85.0,99.0,1.79,US,1635199291.0
575,develi,38.3906,35.4922,34.95,83.0,34.0,1.66,TR,1635199292.0
576,gamba,-2.65,10.0,76.24,91.0,100.0,9.37,GA,1635199292.0
577,cockburn town,21.4612,-71.1419,82.9,74.0,19.0,14.99,TC,1635199292.0
578,kosh-agach,50.0,88.6667,27.0,69.0,38.0,2.57,RU,1635199292.0
579,bilibino,68.0546,166.4372,-14.48,94.0,98.0,2.39,RU,1635199015.0
580,jalu,29.0331,21.5482,75.31,33.0,35.0,13.02,LY,1635199293.0
581,kailua,21.4022,-157.7394,85.06,68.0,52.0,20.47,US,1635199293.0
582,sabancuy,18.9667,-91.1833,85.66,73.0,20.0,9.8,MX,1635199293.0
583,sisimiut,66.9395,-53.6735,17.04,69.0,0.0,12.15,GL,1635199294.0
584,birjand,32.8663,59.2211,48.97,35.0,0.0,3.11,IR,1635199294.0
585,millinocket,45.6573,-68.7098,46.42,83.0,100.0,1.25,US,1635199294.0
586,cumberland,35.0502,-78.8664,79.2,65.0,20.0,6.91,US,1635199221.0
587,dawei,14.0833,98.2,73.09,89.0,86.0,4.68,MM,1635199295.0
588,cabedelo,-6.9811,-34.8339,81.27,66.0,64.0,16.42,BR,1635199128.0
589,tomra,62.5833,6.9333,50.16,89.0,100.0,8.46,NO,1635199295.0
590,nioro,13.35,-15.75,79.88,78.0,100.0,2.62,GM,1635199295.0
591,urucui,-7.2294,-44.5561,84.4,60.0,72.0,1.03,BR,1635199296.0
592,shimoda,34.6667,138.95,60.91,82.0,100.0,13.98,JP,1635199296.0
593,socorro,31.6546,-106.3033,88.11,19.0,0.0,8.08,US,1635199296.0
594,baykit,61.67,96.37,28.27,85.0,100.0,8.1,RU,1635199281.0
595,george town,5.4112,100.3354,80.53,89.0,20.0,1.01,MY,1635199283.0
596,sosnovo-ozerskoye,52.5249,111.5418,28.35,85.0,55.0,8.68,RU,1635199297.0
597,barquisimeto,10.0739,-69.3228,79.54,67.0,62.0,7.58,VE,1635199221.0
598,burnie,-41.0667,145.9167,51.21,62.0,0.0,5.41,AU,1635199297.0
599,matamoros,25.5333,-103.25,89.11,21.0,50.0,5.06,MX,1635199297.0
600,bonthe,7.5264,-12.505,79.12,82.0,94.0,6.31,SL,1635199242.0
601,ostersund,63.1792,14.6357,39.65,100.0,93.0,6.91,SE,1635199298.0
602,poltavka,54.3663,71.7632,46.49,61.0,100.0,10.29,RU,1635199298.0
603,lappeenranta,61.0587,28.1887,44.65,81.0,90.0,6.91,FI,1635199298.0
604,mazamitla,19.9167,-103.0333,53.06,96.0,100.0,1.16,MX,1635199299.0
605,darab,28.7519,54.5444,63.34,23.0,0.0,3.24,IR,1635199299.0
607,dangriga,16.9692,-88.2321,86.99,80.0,8.0,10.67,BZ,1635199299.0
608,maine-soroa,13.2114,12.0241,87.94,19.0,12.0,8.52,NE,1635199300.0
609,nalut,30.3333,10.85,65.88,43.0,4.0,8.12,LY,1635199300.0
610,college,64.8569,-147.8028,28.42,92.0,96.0,1.16,US,1635199211.0
611,troy,42.6056,-83.1499,49.93,92.0,90.0,4.0,US,1635199095.0
612,coos bay,43.3665,-124.2179,57.31,94.0,90.0,13.8,US,1635199300.0
613,amapa,1.0,-52.0,83.5,60.0,87.0,5.55,BR,1635199301.0
614,alekseyevka,50.6309,38.6903,31.75,62.0,8.0,3.18,RU,1635199301.0
615,loukhi,66.0764,33.0381,30.85,97.0,100.0,8.34,RU,1635199301.0
616,candido mendes,-1.4467,-45.7167,80.17,77.0,34.0,6.62,BR,1635199302.0
617,kota bahru,6.1333,102.2386,75.16,93.0,80.0,4.38,MY,1635199302.0
618,vila franca do campo,37.7167,-25.4333,66.61,78.0,30.0,4.94,PT,1635199302.0
